effect_id,brand_id,model_ids,effect_name,version,collection,effect_types,tool_types,plugin_formats,plugin_notes,workflow_notes,description,recording_notes,artist_reference,attributes,tags,parent_ids
e1d14cef-c0b6-4ec1-b64f-448ac8eb83d4,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,fc4ddd05-a715-45c6-bfcd-ee6649f03fc2,JS JVM (Amplitube),,"Premium Tone Model (Joe Satriani)
JS JVM",,,,(C83 Mod) Marshall 1960B 4x12,Marshall JVM 410H JS TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
885b22c0-1913-410a-871f-d26c8e3cad8c,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,fc4ddd05-a715-45c6-bfcd-ee6649f03fc2,Joe Satriani Amp Vault,,"Premium Tone Model (Joe Satriani)
JS JVM",,,,(KT88 Mod) Marshall 1960B 4x12,Marshall JVM 410H JS TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
e1d14cef-c0b6-4ec1-b64f-448ac8eb83d4,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,fc4ddd05-a715-45c6-bfcd-ee6649f03fc2,JS JVM (Amplitube),,"Premium Tone Model (Joe Satriani)
JS JVM",,,,(KT88 Mod) Marshall 1960B 4x12,Marshall JVM 410H JS TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
885b22c0-1913-410a-871f-d26c8e3cad8c,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,fc4ddd05-a715-45c6-bfcd-ee6649f03fc2,Joe Satriani Amp Vault,,"Premium Tone Model (Joe Satriani)
JS JVM",,,,Marshall 1960B 4x12,Marshall JVM 410H JS TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
e1d14cef-c0b6-4ec1-b64f-448ac8eb83d4,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,fc4ddd05-a715-45c6-bfcd-ee6649f03fc2,JS JVM (Amplitube),,"Premium Tone Model (Joe Satriani)
JS JVM",,,,Marshall 1960B 4x12,Marshall JVM 410H JS TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
f7ea48ac-dc90-459c-9aba-c790410901ed,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,8b7d0267-b3ee-479f-8337-ed129c012486,90s Brit Pedals,,"Premium Tone Model
90s Brit Pedals",Harmonic Coloration,,,,Marshall Shredmaster TOP,,,,,"Guitar,Modeled,Stomp",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
9cbf50cf-b201-4725-b93f-c95acdbef0d3,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,8b7d0267-b3ee-479f-8337-ed129c012486,Double Black,,Double Black,Harmonic Coloration,,,,Marshall Shredmaster TOP,,,,,"Guitar,Modeled,Stomp",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
9503f5f3-dea5-4f66-96d2-375ef1244f2d,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,d0287b53-73dd-450a-911b-20a3f71621a0,Hyde Street Amp Locker,,Premium Tone Model (Hyde Street),,,,Marshall Studio Vintage 2x12,,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
08e9a81e-aaee-439b-8fbe-53018d052bc7,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,d0287b53-73dd-450a-911b-20a3f71621a0,Plexi Guard (Amplitube),,Premium Tone Model (Hyde Street),,,,Marshall Studio Vintage 2x12,,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
cfdc08cb-3e63-42c2-8543-709366d54ce9,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,458f8b5d-2624-4e2e-bdc5-c3e72b5e6f0f,90s Brit Pedals,,"Premium Tone Model
90s Brit Pedals",Harmonic Coloration,,,,Marshall The Guv'nor TOP,,,,,"Guitar,Modeled,Stomp",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
bb25ecd3-c312-46ef-9709-5418c9677c6f,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,458f8b5d-2624-4e2e-bdc5-c3e72b5e6f0f,Double Black,,Double Black,Harmonic Coloration,,,,Marshall The Guv'nor TOP,,,,,"Guitar,Modeled,Stomp",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
ec0a4a03-cb7c-4708-ba74-643c782f6672,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,fedce7a2-b041-41ed-8e25-e9a7f713c96b,TS Green,,,Harmonic Coloration,,,,,,,,,"Guitar,Modeled,Stomp",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
f78e30e2-fda5-428a-b376-65dda192e1b8,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,Hard & Heavy,,"Premium Tone Model
Hard and Heavy
High-Gain Heroes
Metal Face",,,,Diezel 412 4x12,Mesa/Boogie Dual Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
7fa2d9ca-8a70-44da-a26b-85171f1a6ef0,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,High-gain Heroes,,"Premium Tone Model
Hard and Heavy
High-Gain Heroes
Metal Face",,,,Diezel 412 4x12,Mesa/Boogie Dual Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
2852a335-ca52-4458-9fc8-19f134b10a20,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,Metal Face (Amplitube),,"Premium Tone Model
Hard and Heavy
High-Gain Heroes
Metal Face",,,,Diezel 412 4x12,Mesa/Boogie Dual Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
d99b0861-7f83-4fd6-add5-337d05f5ad4d,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,Hyde Street Amp Locker,,Premium Tone Model (Hyde Street),,,,"Marshall 4x12
Marshall 1960A 4x12",Mesa/Boogie Dual Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
2852a335-ca52-4458-9fc8-19f134b10a20,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,Metal Face (Amplitube),,Premium Tone Model (Hyde Street),,,,"Marshall 4x12
Marshall 1960A 4x12",Mesa/Boogie Dual Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
dde1daf1-e20c-45cc-b120-2d1dad189fac,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,Mesa/Boogie Reference,,"Premium Tone Model (Mesa/Boogie)
M/B Dual Rectifier",,,,Mesa/Boogie 4x12 Rectifier Standard Slant Cabinet,Mesa/Boogie Dual Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
7b284392-9444-4d21-b19f-26406f387ec4,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,M/B Dual Rectifier (Amplitube),,"Premium Tone Model (Mesa/Boogie)
M/B Dual Rectifier",,,,Mesa/Boogie 4x12 Rectifier Standard Slant Cabinet,Mesa/Boogie Dual Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
27daf614-4576-4368-a5a0-49baccc16beb,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,Rectify,,"Premium Tone Model
Metal Face
Rectify",,,,"Marshall 2551A 4x12
Mesa/Boogie 2x12 Horizontal Rectifier Cabinet
Mesa/Boogie 4x12 Rectifier Traditional Straight Cabinet",Mesa/Boogie Dual Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
2852a335-ca52-4458-9fc8-19f134b10a20,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,Metal Face (Amplitube),,"Premium Tone Model
Metal Face
Rectify",,,,"Marshall 2551A 4x12
Mesa/Boogie 2x12 Horizontal Rectifier Cabinet
Mesa/Boogie 4x12 Rectifier Traditional Straight Cabinet",Mesa/Boogie Dual Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
39839f64-1428-496c-8c57-ea9308cdbd37,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,TONEX Amp Red (Amplitube),,"Premium Tone Model
TONEX Amp Red",,,,Custom open back 2x12 Eminence Governor,Mesa/Boogie Dual Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
2bcd1af3-0e77-4f66-b1b7-5ea60bb5f4b9,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,Vintage & Lo-Fi,,"Premium Tone Model
Metal Face
Vintage & Lo-FI",,,,4x12 Orange 1974,Mesa/Boogie Dual Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
2852a335-ca52-4458-9fc8-19f134b10a20,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,Metal Face (Amplitube),,"Premium Tone Model
Metal Face
Vintage & Lo-FI",,,,4x12 Orange 1974,Mesa/Boogie Dual Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
2852a335-ca52-4458-9fc8-19f134b10a20,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,b9a1d9c3-3cfc-4d49-8712-dd5711c9b1db,Metal Face (Amplitube),,"Premium Tone Model
Metal Face",,,,Mesa/Boogie 4x12 Front-Loaded (4FB),,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
f324dded-d918-4290-82df-68bc30c48896,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,7cb5dfa5-6376-4da7-86cd-a0f3a6a32be1,Rectify,,"Premium Tone Model
Metal Face
Rectify",,,,Mesa/Boogie 2x12 Horizontal Rectifier Cabinet,,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
56f6a60d-d07b-4b28-88d2-be8df6f2ca28,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,7cb5dfa5-6376-4da7-86cd-a0f3a6a32be1,Metal Face (Amplitube),,"Premium Tone Model
Metal Face
Rectify",,,,Mesa/Boogie 2x12 Horizontal Rectifier Cabinet,,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
e583f82a-1522-4326-9880-d7d554e583c7,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,a1883419-b991-4310-a892-cff4ecabae4a,High-Gain Chug,,"Premium Tone Model
Black Mark
High-Gain Chug",,,,1x12 Combo,,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
f9f39159-0225-4712-bfec-fbb1daa9b08c,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,a1883419-b991-4310-a892-cff4ecabae4a,Black Mark (Amplitube),,"Premium Tone Model
Black Mark
High-Gain Chug",,,,1x12 Combo,,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
610ba8fe-d391-446b-8c70-28d875936a2c,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,a6da0613-c1c9-46b4-aa5c-e842bca1a69e,Mesa/Boogie Reference,,"Premium Tone Model (Mesa/Boogie)
M/B King Snake",,,,Modded 1x12 Jensen Blackbird 100,,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
c90c2c86-a38c-4fbc-bd13-b11effe43ef7,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,a6da0613-c1c9-46b4-aa5c-e842bca1a69e,M/B King Snake (Amplitube),,"Premium Tone Model (Mesa/Boogie)
M/B King Snake",,,,Modded 1x12 Jensen Blackbird 100,,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
bf0855e8-d0eb-43bf-9e21-7e7ae5174b03,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,9064905c-dc42-40af-89e6-03e909056907,Mesa/Boogie Reference,,"Premium Tone Model (Mesa/Boogie)
M/B MkIIC+ Eq",,,,"Mesa/Boogie 1x12 WideBody
Mesa/Boogie 4x12 Rectifier Standard Slant Cabinet",Mesa/Boogie Mark IIC+ TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
f25626a6-c95f-4d8e-806b-fc93cc046e85,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,9064905c-dc42-40af-89e6-03e909056907,M/B MkIIC+ Eq (Amplitube),,"Premium Tone Model (Mesa/Boogie)
M/B MkIIC+ Eq",,,,"Mesa/Boogie 1x12 WideBody
Mesa/Boogie 4x12 Rectifier Standard Slant Cabinet",Mesa/Boogie Mark IIC+ TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
5b34b71b-0c32-42f1-811b-ec6d7f1297dc,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,42f87e8a-ffc7-47c8-be89-c6c6a9d0ff10,Black Mark (Amplitube),,"Premium Tone Model
Black Mark",,,,"1x12 
Bogner 212C
Bogner Uberkab 4x12
Marshall 1960AX 4x12 4x12",Mesa/Boogie Mark III TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
ff01678f-f8e8-44e1-8aaa-147e2d5f1393,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,e9194049-5efa-4dc5-b253-26769d05e9d7,High-gain Heroes,,"Premium Tone Model
High-Gain Heroes",,,,Marshall 1982A 4x12,Mesa/Boogie Mark IV A ALT (Tone),,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
adb6f11b-09d1-434e-aa79-50e56bba4879,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,e9194049-5efa-4dc5-b253-26769d05e9d7,Mesa/Boogie Reference,,"Premium Tone Model (Mesa/Boogie)
M/B Mk IV
M/B Mk IV Eq",,,,Mesa/Boogie 4x12 Rectifier Standard Slant Cabinet,Mesa/Boogie Mark IV A TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
f2c8122b-e435-4d47-866c-5a247dc0d46b,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,e9194049-5efa-4dc5-b253-26769d05e9d7,M/B Mk IV (Amplitube),,"Premium Tone Model (Mesa/Boogie)
M/B Mk IV
M/B Mk IV Eq",,,,Mesa/Boogie 4x12 Rectifier Standard Slant Cabinet,Mesa/Boogie Mark IV A TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
654558b8-54e8-4d23-be4e-81746fe476af,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,e9194049-5efa-4dc5-b253-26769d05e9d7,M/B Mk IV Eq (Amplitube),,"Premium Tone Model (Mesa/Boogie)
M/B Mk IV
M/B Mk IV Eq",,,,Mesa/Boogie 4x12 Rectifier Standard Slant Cabinet,Mesa/Boogie Mark IV A TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
9b985ed9-3224-431c-8487-2fc685791466,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,e9194049-5efa-4dc5-b253-26769d05e9d7,Metal Heads,,"Premium Tone Model
Black Mark",,,,Marshall 1982A 4x12,Mesa/Boogie Mark IV A ALT (Tone),,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
a5dbb420-0180-40a7-81ae-a2f1a067e1c7,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,e9194049-5efa-4dc5-b253-26769d05e9d7,Black Mark (Amplitube),,"Premium Tone Model
Black Mark",,,,Marshall 1982A 4x12,Mesa/Boogie Mark IV A ALT (Tone),,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
0b22b183-22a4-4666-a3db-3378204b7d67,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,6a1aa1a2-cece-4ed6-9e2b-628d0ad2367e,Black Mark (Amplitube),,"Premium Tone Model
Black Mark",,,,Mesa/Boogie 4x12 Front-Loaded (4FB),Mesa/Boogie Mark V TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
330b65e6-115f-4afc-be8f-3b7fddbfd68c,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,6a1aa1a2-cece-4ed6-9e2b-628d0ad2367e,High-Gain Chug,,"Premium Tone Model
Black Mark
High-Gain Chug",,,,"Mesa/Boogie 2x12 Horizontal Rectifier Cabinet
Mesa/Boogie 4x12 Rectifier Traditional Straight Cabinet",Mesa/Boogie Mark V TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
0b22b183-22a4-4666-a3db-3378204b7d67,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,6a1aa1a2-cece-4ed6-9e2b-628d0ad2367e,Black Mark (Amplitube),,"Premium Tone Model
Black Mark
High-Gain Chug",,,,"Mesa/Boogie 2x12 Horizontal Rectifier Cabinet
Mesa/Boogie 4x12 Rectifier Traditional Straight Cabinet",Mesa/Boogie Mark V TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
9c801665-f86d-4de4-b00f-8a844fab78da,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,48047e61-0178-4b7c-82b2-2b27abe9e719,Wooden Mark (Amplitube),,"Premium Tone Model
Wooden Mark",,,,2x12,,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
fc48488e-a630-4967-8cf2-e9d75a1e7a61,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,e649c171-2651-410d-8e11-faa8d16b1fda,High-Gain Chug,,"Premium Tone Model
High-Gain Chug",,,,Mesa/Boogie 2x12 Horizontal Rectifier Cabinet,Mesa/Boogie Triple Crown TC-100 TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
f8b5833d-46b2-42fd-8455-10e689042095,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,e649c171-2651-410d-8e11-faa8d16b1fda,TONEX Amp Black (Amplitube),,"Premium Tone Model
TONEX Amp Black",,,,Mesa/Boogie 2x12 Horizontal Rectifier Cabinet,Mesa/Boogie Triple Crown TC-100 TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
75f107a8-f146-4d04-acff-dc129e1c9bff,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,ca3c3312-104d-432d-825e-eed5b761a2be,Gus G. Tone Asylum,,Premium Tone Model (Gus G.),,,,Blackstar Series One 412,Mesa/Boogie Triple Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
c40d444a-515d-4b2d-b42f-bf280f3655b2,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,ca3c3312-104d-432d-825e-eed5b761a2be,Mesa/Boogie Reference,,"Premium Tone Model (Mesa/Boogie)
M/B Triple Rectifier",,,,Mesa/Boogie 4x12 Rectifier Standard Slant Cabinet,Mesa/Boogie Triple Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
1d2bb1c2-cfcc-4573-9988-d0201ed39779,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,ca3c3312-104d-432d-825e-eed5b761a2be,M/B Triple Rectifier (Amplitube),,"Premium Tone Model (Mesa/Boogie)
M/B Triple Rectifier",,,,Mesa/Boogie 4x12 Rectifier Standard Slant Cabinet,Mesa/Boogie Triple Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
6d6b7fc0-fabc-4ee6-8486-da8c9495505c,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,ca3c3312-104d-432d-825e-eed5b761a2be,Metal Face (Amplitube),,"Premium Tone Model
Metal Face",,,,Mesa/Boogie 2x12 Horizontal Rectifier Cabinet,Mesa/Boogie Triple Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
28ae7b03-a6a2-4aea-bae0-627f96af4c47,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,ca3c3312-104d-432d-825e-eed5b761a2be,Rectify,,"Premium Tone Model
Metal Face
Rectify",,,,Orange PPC412HP8,Mesa/Boogie Triple Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
6d6b7fc0-fabc-4ee6-8486-da8c9495505c,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,ca3c3312-104d-432d-825e-eed5b761a2be,Metal Face (Amplitube),,"Premium Tone Model
Metal Face
Rectify",,,,Orange PPC412HP8,Mesa/Boogie Triple Rectifier TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
9e403993-8bf5-4d2d-a551-c98eda85f348,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,f4ab5083-f914-4bab-9397-b5e3c850ad5c,Bearded (Amplitube),,"Premium Tone Model
Bearded",,,,"Fender EVH 5150 III 4x12
Johnson J412V
Marshall 1960AX 4x12 4x12",Mezzabarba M Zero Overdrive TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
5c8ba759-a582-4c02-83f1-50e452ed6cd8,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,f4ab5083-f914-4bab-9397-b5e3c850ad5c,Hard & Heavy,,"Premium Tone Model
Bearded
Hard and Heavy",,,,M-Tech Audio Cab 212,Mezzabarba M Zero Overdrive TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
9e403993-8bf5-4d2d-a551-c98eda85f348,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,f4ab5083-f914-4bab-9397-b5e3c850ad5c,Bearded (Amplitube),,"Premium Tone Model
Bearded
Hard and Heavy",,,,M-Tech Audio Cab 212,Mezzabarba M Zero Overdrive TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
7fbe98b9-88b8-40cc-8105-a6fff6b4337b,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,f4ab5083-f914-4bab-9397-b5e3c850ad5c,High-gain Heroes,,"Premium Tone Model
Bearded
High-Gain Heroes",,,,M-Tech Audio Cab 212,Mezzabarba M Zero Overdrive TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
9e403993-8bf5-4d2d-a551-c98eda85f348,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,f4ab5083-f914-4bab-9397-b5e3c850ad5c,Bearded (Amplitube),,"Premium Tone Model
Bearded
High-Gain Heroes",,,,M-Tech Audio Cab 212,Mezzabarba M Zero Overdrive TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
a0fea21e-457d-45dc-b5b1-a8dc96e0d48e,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,6843a894-342f-40e4-870b-697b00103f3b,Bearded (Amplitube),,"Premium Tone Model
Bearded",,,,Marshall 1960AV 4x12,Mezzabarba Trinity 100W TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
083a909f-2dda-4825-90ba-1e2157de1e01,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,6843a894-342f-40e4-870b-697b00103f3b,Hard & Heavy,,"Premium Tone Model
Bearded
Hard and Heavy",,,,Bogner Uberkab 4x12,Mezzabarba Trinity 100W TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
a0fea21e-457d-45dc-b5b1-a8dc96e0d48e,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,6843a894-342f-40e4-870b-697b00103f3b,Bearded (Amplitube),,"Premium Tone Model
Bearded
Hard and Heavy",,,,Bogner Uberkab 4x12,Mezzabarba Trinity 100W TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
cb610733-bd58-4cee-aafd-d6a1f94f2b70,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,6843a894-342f-40e4-870b-697b00103f3b,High-gain Heroes,,"Premium Tone Model
Bearded
High-Gain Heroes",,,,"Bogner Uberkab 4x12
Mesa/Boogie 4x12 Rectifier Standard Straight Cabinet",Mezzabarba Trinity 100W TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
a0fea21e-457d-45dc-b5b1-a8dc96e0d48e,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,6843a894-342f-40e4-870b-697b00103f3b,Bearded (Amplitube),,"Premium Tone Model
Bearded
High-Gain Heroes",,,,"Bogner Uberkab 4x12
Mesa/Boogie 4x12 Rectifier Standard Straight Cabinet",Mezzabarba Trinity 100W TOP,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
05e686bd-f0d0-45b3-9edc-4c34275dd52f,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,8db4a7fc-c301-4710-ab03-107c7d3306a4,Hyde Street Amp Locker,,Premium Tone Model (Hyde Street),,,,2x10,,,,,,"Guitar,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
791eed15-8dd9-416f-82a0-4103dcce666b,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,367bbd82-dc02-4aac-a4af-6606a43a5926,Silver Fuzz,,Silver Fuzz,Harmonic Coloration,,,,Mosrite Fuzzrite TOP,,,,,"Guitar,Modeled,Stomp",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
2ecc90f0-9908-4f36-b3aa-6c7caa1fbc82,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,8625359d-3ae3-488b-b3a0-b4a3db1e795a,XR Gold,,,Harmonic Coloration,,,,,,,,,"Guitar,Modeled,Stomp",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
cc097fc3-075b-4dec-913c-c80810d677c0,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,9898da8e-d92d-49ab-a79f-f1227c6d8df7,XR Yellow,,,Harmonic Coloration,,,,MXR Distortion+ TOP,,,,,"Guitar,Modeled,Stomp",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
4812d98d-500f-479d-bc64-4a2969eaa9b5,acd9f372-74fb-4c7d-b2a3-ea540c5917f2,6cbae72f-7104-4c64-8962-e47f428e4b84,70s Vitamin (Amplitube),,"Premium Tone Model
70s Vitamin",,,,"Ampeg B15-N (1x15 Cab Only) 
Ampeg SVT810AV
Orange OBC115
Orange OBC810",Orange AD200 TOP,,,,,"Bass,Modeled",effects:560887e9-8a5f-42c5-b8fd-ffd183041b33
