Name,Manufacturer,Category,Sorted Category,Tags,Sorted Tags,Parent,Model,Series / Collection,Plugin Notes,Workflow Notes,Recording Notes,Form Factor,Format,Version,,,,,,,,,
Cali Bass,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Mesa/Boogie M9 Carbine,,,,,,,,,,,,,,,,
"Cali IV Lead
Cali IV Rhythm 1
Cali IV Rhythm 2",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Mesa/Boogie Mark IV A,,"3 Models/Channels (ch1, ch2, lead)",Mesa/Boogie Mark IV A TOP,,,,,,,,,,,,,
Cali Q Graphic,Line 6,EQ,EQ,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Mesa/Boogie Mark IV A,,GEQ Only,,,,,,,,,,,,,,
Cali Rectifire,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Mesa/Boogie Dual Rectifier,,,Mesa/Boogie Dual Rectifier TOP,,,,,,,,,,,,,
"Cali Texas Ch1
Cali Texas Ch2",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Mesa/Boogie Lone Star,,"2 Models/Channels (clean, drive)",Mesa/Boogie Lone Star TOP,,,,,,,,,,,,,
Cartographer,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Ben Adrian Cartographer,,,,,,,,,,,,,,,,
Cave,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Chamber,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Chorus,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Chrome,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Vox 847 Wah,,,Vox 847 Wah TOP,,,,,,,,,,,,,
Chrome Custom,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Vox 847 Wah,,modded,Vox 847 Wah TOP,,,,,,,,,,,,,
Classic Dist,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,ProCo Rat,Legacy,,ProCo Rat ALT (Tone),,,,,,,,,,,,,
Clawthorn Drive,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Wounded Paw Battering Ram,,,,,,,,,,,,,,,,
Colordrive,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Colorsound Overdriver,Legacy,,,,,,,,,,,,,,,
Colorful,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Colorsound Wah-fuzz,,,,,,,,,,,,,,,,
Comet Trails,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Compulsive Drive,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Fulltone OCD,,,Fulltone OCD TOP,,,,,,,,,,,,,
Conductor,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Maestro BG-2 Boomerang,,,,,,,,,,,,,,,,
Cosmos Echo,Line 6,"Delay, Reverb & Room","Delay, Reverb & Room","Modeled, Guitar","Guitar, Modeled",Helix Native,Roland RE-201 Space Echo,,,Embedded in Helix Native,,,,,,,,,,,,,
Courtesan Flange,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Electro-Harmonix Deluxe Electric Mistress,,,Electro-Harmonix Deluxe Electric Mistress TOP,,,,,,,,,,,,,
Crisscross,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
D6 Dynamic,Line 6,Microphone,Microphone,"Modeled, Bass","Bass, Modeled",Helix Native,Audix D6,,,Embedded in Helix Native,,,,,,,,,,,,,
Dark Dove Fuzz,Line 6,"Harmonic Coloration, Dynamics","Dynamics, Harmonic Coloration","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Electro-Harmonix Russian Big Muff Pi,,,Electro-Harmonix Russian Big Muff Pi TOP,,,,,,,,,,,,,
"Das Benzin Lead
Das Benzin Mega",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Diezel VH4,,2 Models/Channels (Mega; Lead),Diezel VH4 TOP,,,,,,,,,,,,,
Deez One Vintage,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Boss DS-1 Distortion,,,Boss DS-1 TOP,,,,,,,,,,,,,
Del Sol 300,Line 6,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",Helix Native,Sunn Coliseum 300,,,,,,,,,,,,,,,,
Deluxe Comp,Line 6,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Deluxe Phaser,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Derailed Ingrid,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Trainwreck Express,,,,,,,,,,,,,,,,
Deranged Master,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Dallas Arbiter Rangemaster,,,,,,,,,,,,,,,,
Dhyana Drive,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Hermida Zendrive,,,,,,,,,,,,,,,,
Dig w/ Mod,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Digital,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Dimension,Line 6,Modulation,Modulation,Modeled,Modeled,Helix Native,Roland SDD-320 Dimension D,Legacy,,Embedded in Helix Native,,,,,,,,,,,,,
Divided Duo,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Divided By 13 JRT 9/15,,,,,,,,,,,,,,,,
Double Bass,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Double Take,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Double Tank,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Dual Delay,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Dual Phaser,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Musitronics Mu-Tron Bi-Phase,Legacy,,,,,,,,,,,,,,,
Dual Pitch,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Ducked Delay,Line 6,Delay,Delay,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,TC Electronic 2290,,,TC Electronic 2290 TOP,,,,,,,,,,,,,
Ducking,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Dynamic,Line 6,Delay,Delay,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,TC Electronic 2290,Legacy,,TC Electronic 2290 ALT (Tone),,,,,,,,,,,,,
Dynamic Ambience,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Dynamic Bloom,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Dynamic Hall,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Dynamic Plate,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Dynamic Room,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Dynamix Flanger,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Echo,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Echo Platter,Line 6,Delay,Delay,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Binson Echorec 2 T7E,Legacy,,Binson Echorec 2 T7E ALT (Tone),,,,,,,,,,,,,
Elephant Man,Line 6,"Delay, Modulation","Delay, Modulation","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Electro-Harmonix Deluxe Memory Man,,,Electro-Harmonix Deluxe Memory Man TOP,,,,,,,,,,,,,
Essex A15,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Vox AC15,,,Vox AC15 (Trem Circuit) TOP,,,,,,,,,,,,,
Essex A30,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Vox AC30,,,Vox AC30 TOP,,,,,,,,,,,,,
Euclidean Delay,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
"EV Panama Blue
EV Panama Red",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Fender EVH 5150 III 100W (6L6),,2 Models/Channels (Blue; Red) ,Fender EVH 5150 III 100W (6L6) TOP,,,,,,,,,,,,,
Facial Fuzz,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Dallas Arbiter Fuzz Face,Legacy,,Dallas Arbiter Fuzz Face ALT (Tone),,,,,,,,,,,,,
Fassel,Line 6,"Modulation, Dynamics","Dynamics, Modulation","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Dunlop EW-85V Mister Cry Baby Super Volume Wah,,,,,,,,,,,,,,,,
Feedbacker,Line 6,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
FlexoVibe,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Frequency Shift,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
"Fullerton Brt
Fullerton Jump
Fullerton Nrm",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Fender 5C3 Tweed Deluxe,,"3 Models/Channels (normal, bright, jumped)",,,,,,,,,,,,,,
Fuzz Pi,Line 6,"Harmonic Coloration, Dynamics","Dynamics, Harmonic Coloration","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Electro-Harmonix Big Muff Pi,Legacy,,Electro-Harmonix Big Muff Pi DNU,,,,,,,,,,,,,
G Cougar 800,Line 6,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",Helix Native,Gallien-Krueger 800RB,,,Gallien-Krueger 800RB TOP,,,,,,,,,,,,,
Gain,Line 6,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Ganymede,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
German Mahadeva,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Bogner Shiva,,,Bogner Shiva TOP,,,,,,,,,,,,,
German Ubersonic,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Bogner Uberschall,,,Bogner Uberschall TOP,,,,,,,,,,,,,
"German Xtra Blue
German Xtra Red",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Bogner Ecstasy 101B,,,Bogner Ecstasy 101B TOP,,,,,,,,,,,,,
Glitch Delay,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Glitz,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Grammatico GSG,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Grammatico GSG100,,,,,,,,,,,,,,,,
"Grammatico LG Brt
Grammatico LG Jmp
Grammatico LG Nrm",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Grammatico LaGrange,,,,,,,,,,,,,,,,
Gray Flanger,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,MXR Flanger,,,MXR Flanger TOP,,,,,,,,,,,,,
Growler,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Hall,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Hard Gate,Line 6,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Harmonic Tremolo,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Harmony Delay,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Heavy Dist,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Boss MT-2 Metal Zone,Legacy,,Boss MT-2 ALT (Tone),,,,,,,,,,,,,
Hedgehog D9,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Maxon SD9,,,,,,,,,,,,,,,,
Heir Apparent,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Analog.Man Prince of Tone,,,,,,,,,,,,,,,,
Heliosphere,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Horizon Drive,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Horizon Devices Precision Drive,,,,,,,,,,,,,,,,
Horizon Gate,Line 6,Dynamics,Dynamics,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Horizon Devices Precision Drive,,Gate Circuit,,,,,,,,,,,,,,
Hot Springs,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Industrial Fuzz,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Z Vex Fuzz Factory,,,Z Vex Fuzz Factory TOP,,,,,,,,,,,,,
Interstate Zed,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Dr. Z Route 66,,,Dr. Z Route 66 TOP,,,,,,,,,,,,,
Jazz Rivet 120,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Roland JC-120,,,Roland JC-120 TOP,,,,,,,,,,,,,
Jet Fuzz,Line 6,"Modulation, Harmonic Coloration","Harmonic Coloration, Modulation","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Roland AP-7 Jet Phaser,Legacy,,,,,,,,,,,,,,,
Jumbo Fuzz,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Vox V828 Tone Bender,Legacy,,,,,,,,,,,,,,,
Killer Z,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Boss MT-2 Metal Zone,Legacy,,Boss MT-2 ALT (Tone),,,,,,,,,,,,,
Kinky Boosts,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Xotic EP Booster,,,,,,,,,,,,,,,,
Kinky Comp,Line 6,Dynamics,Dynamics,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Xotic SP Compressor,,,,,,,,,,,,,,,,
KWB,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Ben Adrian KWB,,KWB = Kowloon Walled Bunny,,,,,,,,,,,,,,
L6 Distortion,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
L6 Drive,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Colorsound Overdriver,Legacy,modded - unspecified,,,,,,,,,,,,,,
LA Studio Comp,Line 6,Dynamics,Dynamics,Modeled,Modeled,Helix Native,Teletronix LA-2A,,,Embedded in Helix Native,,,,,,,,,,,,,
Legendary Drive,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Carvin Legacy VLD1,,High Gain (Yellow) channel,,,,,,,,,,,,,,
Line 6 2204 mod,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Line 6 Aristocrat,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Line 6 Badonk,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Line 6 Carillon,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
LIne 6 Clarity,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Line 6 Doom,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Line 6 Elektrik,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
LIne 6 Elmsley,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Line 6 Epic,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Line 6 Fatality,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Line 6 Kinetic,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Line 6 Litigator,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Line 6 Oblivion,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Line 6 Ventoux,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Line 6 Voltage,Line 6,Amp & Cab,Amp & Cab,Guitar,Guitar,Helix Native,,,,,,,,,,,,,,,,,
Lo Res,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Low and High Cut,Line 6,EQ,EQ,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Low/High Shelf,Line 6,EQ,EQ,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Mail Order Twin,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Silvertone Twin Twelve 1484,,,Silvertone Twin Twelve 1484 TOP,,,,,,,,,,,,,
Mandarin 80,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Orange OR80,,,,,,,,,,,,,,,,
Mandarin Bass 200,Line 6,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",Helix Native,Orange AD200 MKIII,,,,,,,,,,,,,,,,
Mandarin Rocker,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Orange Rockerverb 100 MKIII,,(Dirty channel),,,,,,,,,,,,,,
"Matchstick Ch1
Matchstick Ch2
Matchstick Jump",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Matchless DC-30,,"3 Models/Channels (ch1, ch2, jumped)",Matchless DC-30 TOP,,,,,,,,,,,,,
Megaphone,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Minotaur,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Klon Centaur,,,Klon Centaur TOP,,,,,,,,,,,,,
Mod/Chorus Echo,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
"Moo)))N T Brt
Moo)))N T Jump
Moo)))N T Nrm",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Sunn Model T,,"3 Models/Channels (normal, bright, jumped)",,,,,,,,,,,,,,
Multi Pass,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Multi-Head,Line 6,"Delay, Reverb & Room","Delay, Reverb & Room","Modeled, Guitar","Guitar, Modeled",Helix Native,Roland RE-201 Space Echo,Legacy,,Embedded in Helix Native,,,,,,,,,,,,,
Multitap 4,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Multitap 6,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Mutant Filter,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Musitronics Mu-Tron III,,,Musitronics Mu-Tron III TOP,,,,,,,,,,,,,
Mystery Filter,Line 6,"Delay, Harmonic Coloration, Dynamics, Modulation, Pitch, Reverb & Room","Delay, Dynamics, Harmonic Coloration, Modulation, Pitch, Reverb & Room",Modeled,Modeled,Helix Native,Korg A3,,,Embedded in Helix Native,,,,,,,,,,,,,
Noise Gate,Line 6,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Nonlinear,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Obi Wah,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Oberheim VCF-200,Legacy,,,,,,,,,,,,,,,
Obsidian 7000,Line 6,"Harmonic Coloration, EQ, Preamps","EQ, Harmonic Coloration, Preamps","Bass, Modeled, Stomp","Bass, Modeled, Stomp",Helix Native,Darkglass Microtubes B7K Ultra,,,,,,,,,,,,,,,,
Octave Fuzz,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Tycobrahe Octavia,Legacy,,Tycbrahe Octavia ALT (Tone),,,,,,,,,,,,,
Octi Synth,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Octo,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Optical Trem,Line 6,Modulation,Modulation,"Guitar, Modeled","Guitar, Modeled",Helix Native,Fender '64 Custom Deluxe Reverb,,Optical Tremolo Circuit only,Fender Opto Trem TOP,,,,,,,,,,,,,
Opto Tremolo,Line 6,Modulation,Modulation,"Guitar, Modeled","Guitar, Modeled",Helix Native,Fender '64 Custom Deluxe Reverb,Legacy,Optical Tremolo Circuit only,Fender Opto Trem ALT (Tone),,,,,,,,,,,,,
Overdrive,Line 6,"Harmonic Coloration, Preamps","Harmonic Coloration, Preamps","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,DOD Overdrive/Preamp 250,Legacy,,DOD Overdrive/Preamp 250 ALT (Tone),,,,,,,,,,,,,
Pan,Line 6,Spatial Imaging,Spatial Imaging," Guitar, Stomp"," Guitar, Stomp",Helix Native,,,,Only use when inside Helix Native,,,,,,,,,,,,,
Panned Phaser,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Ibanez Flying Pan FP777,Legacy,,,,,,,,,,,,,,,
Panner,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Parametric,Line 6,EQ,EQ,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Particle Verb,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Pattern Tremolo,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Pebble Phaser,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Electro-Harmonix Small Stone,,,Electro-Harmonix Small Stone TOP,,,,,,,,,,,,,
Phaser,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,MXR Phase 90,Legacy,,MXR Phase 90 ALT (Tone),,,,,,,,,,,,,
Phaze Eko,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Pillars,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Earthquaker Devices Plumes,,,,,,,,,,,,,,,,
Ping Pong,Line 6,Delay,Delay,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,TC Electronic 2290,Legacy,,TC Electronic 2290 ALT (Tone),,,,,,,,,,,,,
Ping Pong,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Pitch Echo,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Pitch Ring Mod,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
