Name,Manufacturer,Category,Sorted Category,Tags,Sorted Tags,Parent,Model,Series / Collection,Plugin Notes,Workflow Notes,Recording Notes,Form Factor,Format,Version,,,,,,,,,
Pitch Vibrato,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Boss VB-2 Vibrato,Legacy,,Boss VB-2 ALT (Tone),,,,,,,,,,,,,
Pitch Wham,Line 6,Pitch,Pitch,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,DigiTech Whammy,,,DigiTech Whammy TOP,,,,,,,,,,,,,
"Placater Clean
Placater Dirty",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Friedman BE100,,"2 Models/Channels (clean, BE/HBE)",Friedman BE100 TOP,,,,,,,,,,,,,
PlastiChorus,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Arion SCH-Z Stereo Chorus,,modded,,,,,,,,,,,,,,
Plate,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Plateaux,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Pocket Fuzz,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Jordan Boss Tone,,,,,,,,,,,,,,,,
Poly Detune,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Prize Drive,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Nobels ODR-1(bc),,,Nobels ODR-1(bc) TOP,,,,,,,,,,,,,
PV Panama,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Peavey 5150,,,Peavey 5150 TOP,,,,,,,,,,,,,
"PV Vitriol Clean
PV Vitriol Crunch
PV VItriol Lead",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Peavey invective 120,,"3 Models/Channels (clean, crunch, lead)",,,,,,,,,,,,,,
Q Filter,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Random S&H,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Ratatoullie Dist,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,ProCo Rat,,,ProCo Rat TOP,,,,,,,,,,,,,
Ratchet,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Red Comp,Line 6,Dynamics,Dynamics,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,MXR Dyna Comp,Legacy,,MXR Dyna Comp DNU,,,,,,,,,,,,,
Red Squeeze,Line 6,Dynamics,Dynamics,"Modeled, Stomp","Modeled, Stomp",Helix Native,MXR Dyna Comp,,,MXR Dyna Comp TOP,,,,,,,,,,,,,
Regal Bass DI,Line 6,Preamps,Preamps,"Bass, Modeled, Stomp","Bass, Modeled, Stomp",Helix Native,Noble Preamp / DI,,,,,,,,,,,,,,,,
Retro Reel,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Reverse,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Reverse Delay,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
"Revv Gen Purple
Revv Gen Red",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Revv Generator 120,,"2 Models/Channels (purple/gain ch 3, red/high gain ch 4)",,,,,,,,,,,,,,
Rez Synth,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Ring Modulator,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Rochester Comp,Line 6,Dynamics,Dynamics,"Bass, Modeled, Stomp","Bass, Modeled, Stomp",Helix Native,Ashly CLX-52 Compressor/Limiter,Billy Sheehan,,,,,,,,,,,,,,,
Room,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Rotary Drum,Line 6,"Amp & Cab, Modulation","Amp & Cab, Modulation",Modeled,Modeled,Helix Native,Fender Vibratone,Legacy,,Fender Vibratone ALT (Tone),,,,,,,,,,,,,
Rotary Drum/Horn,Line 6,"Amp & Cab, Modulation","Amp & Cab, Modulation",Modeled,Modeled,Helix Native,Leslie 147,Legacy,,"Leslie 147 TOP
Embedded in Helix Native",,,,,,,,,,,,,
Saturn 5 Ring Mod,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Scream 808,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Ibanez TS808 (Tube Screamer),,,Ibanez TS808 TOP,,,,,,,,,,,,,
Screamer,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Ibanez TS808 (Tube Screamer),Legacy,,Ibanez TS808 ALT (Tone),,,,,,,,,,,,,
Script Mod Phase,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,MXR Phase 90 (Script),,,MXR Phase 90 (Script) TOP,,,,,,,,,,,,,
Script Phase,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,MXR Phase 90 (Script),Legacy,,MXR Phase 90 (Script) AL (Tone),,,,,,,,,,,,,
Searchlights,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Seeker,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Z Vex Seek Wah,Legacy,,Z Vex Seek Wah ALT (Tone),,,,,,,,,,,,,
Seismik Synth,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Shimmer,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Simple Delay,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Simple EQ,Line 6,EQ,EQ,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Simple Pitch,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Slow Filter,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Smart Harmony,Line 6,"Delay, Modulation, Pitch, Spatial Imaging","Delay, Modulation, Pitch, Spatial Imaging","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Eventide H3000 Ultra-Harmonizer,Legacy,,Embedded in Helix Native,,,,,,,,,,,,,
"Solo Lead Clean
Solo Lead Crunch
Solo Lead OD",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Soldano SLO-100,,"3 Models/Channels (clean, crunch, overdrive)",Soldano SLO-100 TOP,,,,,,,,,,,,,
Soup Pro,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Supro S6616,,,,,,,,,,,,,,,,
Soup Pro Ellipse,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Supro S6616,,1x6x9,,,,,,,,,,,,,,
Spin Cycle,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Craig Anderton Wah/Anti-Wah,Legacy,,,,,,,,,,,,,,,
Spring,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Stereo,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Stereo Imager,Line 6,Spatial Imaging,Spatial Imaging," Guitar, Stomp"," Guitar, Stomp",Helix Native,,,,Only use when inside Helix Native,,,,,,,,,,,,,
Stereo Width,Line 6,Spatial Imaging,Spatial Imaging," Guitar, Stomp"," Guitar, Stomp",Helix Native,,,,Only use when inside Helix Native,,,,,,,,,,,,,
Stone Age 185,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Gibson EH185,,,,,,,,,,,,,,,,
String Theory,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Studio Tube Pre,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Requisite Y7,,,,,,,,,,,,,,,,
Stupor OD,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Boss SD-1 Super OverDrive,,,Boss SD-1 TOP,,,,,,,,,,,,,
Sub Oct Fuzz,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,PAiA Roctave Divider,Legacy,,,,,,,,,,,,,,,
Swedish Chainsaw,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Boss HM-2 Heavy Metal,,,Boss HM-2 TOP,,,,,,,,,,,,,
Sweep Echo,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Sweep Echo,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Sweeper,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Synth FX,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Synth Harmony,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Synth Lead,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Synth O Matic,Line 6,Pitch,Pitch,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Synth String,Line 6,Pitch,Pitch,"Guitar, Modeled","Guitar, Modeled",Helix Native,Roland GR700,Legacy,,,,,,,,,,,,,,,
Tape Eater,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Tape Echo,Line 6,Delay,Delay,Modeled,Modeled,Helix Native,Maestro Echoplex EP-3,Legacy,,Maestro Echoplex EP-3 ALT (Tone),,,,,,,,,,,,,
Teardrop 310,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Dunlop Cry Baby Classic Wah,,,,,,,,,,,,,,,,
Teardrop Bass Q,Line 6,Modulation,Modulation,"Bass, Modeled, Stomp","Bass, Modeled, Stomp",Helix Native,Dunlop 105Q Cry Baby Bass Wah,,modded,Dunlop 105Q Cry Baby Bass Wah  TOP,,,,,,,,,,,,,
Teemah!,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Dunlop Paul Cochrane Timmy,,,,,,,,,,,,,,,,
Tesselator,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Thrifter Fuzz,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Throaty,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,RMC RMC1,,,,,,,,,,,,,,,,
Throbber,Line 6,Modulation,Modulation,"Guitar, Modeled","Guitar, Modeled",Helix Native,Electrix Pro Filter Factory,Legacy,,,,,,,,,,,,,,,
Tile,Line 6,Reverb & Room,Reverb & Room,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Tilt,Line 6,EQ,EQ,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Tone Sovereign,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Analog.Man King of Tone,,,,,,,,,,,,,,,,
Top Secret OD,Line 6,"Harmonic Coloration, Preamps","Harmonic Coloration, Preamps","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,DOD Overdrive/Preamp 250,,,DOD Overdrive/Preamp 250 TOP,,,,,,,,,,,,,
Transistor Tape,Line 6,Delay,Delay,Modeled,Modeled,Helix Native,Maestro Echoplex EP-3,,,Maestro Echoplex EP-3 TOP,,,,,,,,,,,,,
Tremolo/Autopan,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Boss PN-2 Tremolo/Pan,,,,,,,,,,,,,,,,
Tri Chorus,Line 6,Modulation,Modulation,"Guitar, Modeled","Guitar, Modeled",Helix Native,Dytronics CS-5 Tri-Stereo Chorus,Legacy,,Dytronics CS-5 DNU,,,,,,,,,,,,,
Triangle Fuzz,Line 6,"Harmonic Coloration, Dynamics","Dynamics, Harmonic Coloration","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Electro-Harmonix Triangle Big Muff Pi,,,Electro-Harmonix Triangle Big Muff Pi TOP,,,,,,,,,,,,,
Trinity Chorus,Line 6,Modulation,Modulation,"Guitar, Modeled","Guitar, Modeled",Helix Native,Dytronics CS-5 Tri-Stereo Chorus,,,Dytronics CS-5 TOP,,,,,,,,,,,,,
Triple Rotary,Line 6,"Amp & Cab, Modulation","Amp & Cab, Modulation",Modeled,Modeled,Helix Native,Yamaha RA-200,,,,,,,,,,,,,,,,
"Tron Down
Tron Up",Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Musitronics Mu-Tron III,Legacy,down and up positions in separate plugins,Musitronics Mu-Tron III ALT (Tone),,,,,,,,,,,,,
Tube Comp,Line 6,Dynamics,Dynamics,Modeled,Modeled,Helix Native,Teletronix LA-2A,Legacy,,Embedded in Helix Native,,,,,,,,,,,,,
Tube Drive,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,B.K. Butler Tube Driver,Legacy,,B.K. Butler Tube Driver DNU,,,,,,,,,,,,,
Tube Echo,Line 6,Delay,Delay,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Maestro Echoplex EP-1,Legacy,,,,,,,,,,,,,,,
"Tweed Blues Brt
Tweed Blues Nrm",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Fender 59 Bassman,,"2 Models/Channels (normal, bright)",Fender ’59 Bassman TOP,,,,,,,,,,,,,
Twin Harmony,Line 6,"Delay, Modulation, Pitch, Spatial Imaging","Delay, Modulation, Pitch, Spatial Imaging","Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Eventide H3000 Ultra-Harmonizer,,,Embedded in Helix Native,,,,,,,,,,,,,
Tycoctavia Fuzz,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Tycobrahe Octavia,,,Tycbrahe Octavia TOP,,,,,,,,,,,,,
U-Vibe,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Shin-ei Uni-Vibe,Legacy,,Shin-ei Uni-Vibe ALT (Tone),,,,,,,,,,,,,
Ubiquitous Vibe,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Shin-ei Uni-Vibe,,,Shin-ei Uni-Vibe TOP,,,,,,,,,,,,,
UK Wah 846,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Vox 846 Wah,,,Vox 846 Wah TOP,,,,,,,,,,,,,
"US Deluxe Nrm
US Deluxe Vib",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Fender '65 Deluxe Reverb,,"2 Models/Channels (normal, vibrato)",Fender '65 Deluxe Reverb TOP,,,,,,,,,,,,,
"US Double Nrm
US Double Vib",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Fender '65 Twin Reverb,,"2 Models/Channels (normal, vibrato)",Fender '65 Twin Reverb TOP,,,,,,,,,,,,,
US Dripman Nrm,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Fender Bassman 100,,,Fender Bassman 100 TOP,,,,,,,,,,,,,
US Princess,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Fender '65 Princeton Reverb,,,Fender '65 Princeton Reverb TOP,,,,,,,,,,,,,
US Small Tweed,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Fender '57 Champ,,,Fender '57 Champ TOP,,,,,,,,,,,,,
"US Super Nrm
US Super Vib",Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Fender '65 Super Reverb,,"2 Models/Channels (normal, vibrato)",Fender '65 Super Reverb TOP,,,,,,,,,,,,,
V Tron,Line 6,Modulation,Modulation,"Guitar, Stomp, Modeled","Guitar, Modeled, Stomp",Helix Native,Musitronics Mu-Tron III,Legacy,,Musitronics Mu-Tron III ALT (Tone),,,,,,,,,,,,,
Valve Driver,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,B.K. Butler Tube Driver,,,B.K. Butler Tube Driver TOP,,,,,,,,,,,,,
Vermin Dist,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,ProCo Rat 2,,,,,,,,,,,,,,,,
Vetta Comp,Line 6,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Vetta Juice,Line 6,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Vetta Wah,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Vibe Rotary,Line 6,"Amp & Cab, Modulation","Amp & Cab, Modulation","Guitar, Modeled","Guitar, Modeled",Helix Native,Fender Vibratone,,,Fender Vibratone TOP,,,,,,,,,,,,,
Vintage Digital,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Vintage Swell,Line 6,Delay,Delay,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Vital Boost,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,EarthQuaker Devices Sunn O))) Life Pedal,,Boost Circuit,EarthQuaker Devices Life Pedal TOP,,,,,,,,,,,,,
Vital Dist,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,EarthQuaker Devices Sunn O))) Life Pedal,,Octave/Distortion Circuit,EarthQuaker Devices Life Pedal TOP,,,,,,,,,,,,,
Voice Box,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Voltage Queen,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Victoria Electro King,,,,,,,,,,,,,,,,
Volume Pedal,Line 6,Dynamics,Dynamics,"Guitar, Stomp","Guitar, Stomp",Helix Native,,,,,,,,,,,,,,,,,
Warble-Matic,Line 6,Modulation,Modulation,"Guitar, Stomp","Guitar, Stomp",Helix Native,,Legacy,,,,,,,,,,,,,,,
Weeper,Line 6,Modulation,Modulation,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Dallas Arbiter Cry Baby Wah,,,,,,,,,,,,,,,,
WhoWatt 100,Line 6,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Helix Native,Hiwatt DR103 Custom 100,,(Brilliant Channel)  ,Hiwatt DR103 Custom 100 TOP,,,,,,,,,,,,,
"Woody Blue
1x18 Woody Blue",Line 6,Amp & Cab,Amp & Cab,"Bass, Modeled","Bass, Modeled",Helix Native,Acoustic 360,,1x18 Combo,Acoustic 360 TOP,,,,,,,,,,,,,
Wringer Fuzz,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Boss FZ-2 Hyper Fuzz,,Garbage's modification,,,,,,,,,,,,,,
Xenomorph Fuzz,Line 6,Harmonic Coloration,Harmonic Coloration,"Guitar, Modeled, Stomp","Guitar, Modeled, Stomp",Helix Native,Subdecay Harmonic Antagonizer,,,,,,,,,,,,,,,,
ZeroAmp Bass DI,Line 6,Preamps,Preamps,"Bass, Modeled, Stomp","Bass, Modeled, Stomp",Helix Native,Tech 21 SansAmp Bass Driver DI,,,Tech 21 SansAmp Bass Driver DI TOP,,,,,,,,,,,,,
Helix Native,Line 6,Container,Container,Guitar,Guitar,,,,,,,Plugin,"AU, VST3",3.82,,,,,,,,,
Bite,Native Instruments,Harmonic Coloration,Harmonic Coloration,,,Guitar Rig 7,,,"Bitcrusher, Downsampling. Anti-aliased sample rate and bit reduction effect that creates distortion",Standalone; Embedded in Guitar Rig,"Gritty, Crunchy",Plugin,VST3,1.3.7,,,,,,,,,
Rammfire,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,,,Rammstein Tone,,,,,,,,,,,,
1x12 Tweed,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,1x12 CAB,,,,,,,,,,,,,,
1x15 Bass Vintage,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,1x15 CAB,,,,,,,,,,,,,,
2x12 AC Blue,Native Instruments,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Guitar Rig 7,Vox AC30,,2x12 CAB,Vox AC30 (CAB) DNU,,,,,,,,,,,,,
2x12 AC Silver,Native Instruments,Amp & Cab,Amp & Cab,"Guitar, Modeled","Guitar, Modeled",Guitar Rig 7,Vox AC30,,2x12 CAB Celestion Silver Bulldogs,Vox AC30 (CAB) DNU,,,,,,,,,,,,,
2x12 American,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,2x12 CAB,,,,,,,,,,,,,,
2x12 British,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,2x12 CAB,,,,,,,,,,,,,,
2x12 Jazz,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,2x12 CAB,,,,,,,,,,,,,,
2x12 Twang,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,2x12 CAB,,,,,,,,,,,,,,
2x15 Twang,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,2x15 CAB,,,,,,,,,,,,,,
4x10 Bass Alu,Native Instruments,Amp & Cab,Amp & Cab,Bass,Bass,Guitar Rig 7,,,4x10 CAB,,,,,,,,,,,,,,
4x10 Tweed,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x10 CAB,,,,,,,,,,,,,,
4x12 Citrus,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,,,,,,,,,,,,,,,
4x12 Gratifier,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 High White,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 Hot Solo+ A,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 Hot Solo+ B,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 Modern,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 Rammfire A,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 Rammfire B,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 UK 60's Green,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 UK 70s Black,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 UK 70s White,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 UK 80s Black,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 UK 80s White,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 Ultra A,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 Ultra B,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 VAN 51,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
4x12 Vintage,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,4x12 CAB,,,,,,,,,,,,,,
8x10 Bass Pro,Native Instruments,Amp & Cab,Amp & Cab,Bass,Bass,Guitar Rig 7,,,,,,,,,,,,,,,,,
AC BOX,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,,,,,,,,,,,,,,,
AC Box XV,Native Instruments,Amp & Cab,Amp & Cab,Guitar,Guitar,Guitar Rig 7,,,,,,,,,,,,,,,,,
